	SRR14729874.clean.fastq.gz.samSYM.counts	SRR14729875.clean.fastq.gz.samSYM.counts	SRR14729876.clean.fastq.gz.samSYM.counts	SRR14729877.clean.fastq.gz.samSYM.counts	SRR14729879.clean.fastq.gz.samSYM.counts	SRR14729880.clean.fastq.gz.samSYM.counts	SRR14729882.clean.fastq.gz.samSYM.counts	SRR14729883.clean.fastq.gz.samSYM.counts	SRR14729884.clean.fastq.gz.samSYM.counts	SRR14729885.clean.fastq.gz.samSYM.counts	SRR14729886.clean.fastq.gz.samSYM.counts	SRR14729887.clean.fastq.gz.samSYM.counts	SRR14729888.clean.fastq.gz.samSYM.counts	SRR14729891.clean.fastq.gz.samSYM.counts	SRR14729892.clean.fastq.gz.samSYM.counts	
evm.model.scaffold_1508.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
evm.model.scaffold_1508.3	60	95	177	286	54	339	97	90	110	24	44	110	47	57	362	
evm.model.scaffold_1508.4	2	10	7	5	3	17	2	4	4	2	4	2	2	4	17	
evm.model.scaffold_1508.5	3	3	2	3	3	5	1	4	3	1	2	4	3	1	6	
evm.model.scaffold_1508.6	0	0	0	0	0	0	0	0	1	0	0	0	0	1	4	
evm.model.scaffold_15081.1	7	3	15	17	4	23	1	6	10	1	7	8	2	2	19	
evm.model.scaffold_15081.3	5	10	10	26	6	32	8	6	12	4	7	12	4	14	35	
evm.model.scaffold_15081.4	0	1	1	3	0	7	6	1	3	0	0	1	1	3	5	
evm.model.scaffold_15081.5	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	
evm.model.scaffold_15082.1	1	1	2	2	1	2	1	1	0	0	1	2	0	0	3	
evm.model.scaffold_15082.2	1	3	1	5	1	7	4	3	0	1	0	4	1	0	6	
evm.model.scaffold_15084.1	2	2	8	8	6	13	10	6	3	1	5	7	5	2	10	
evm.model.scaffold_15085.1	0	0	1	1	0	2	1	0	0	0	0	1	1	0	6	
evm.model.scaffold_15085.2	0	0	3	2	0	5	1	0	1	0	0	1	0	2	2	
evm.model.scaffold_15086.1	7	5	9	24	2	18	13	2	2	5	4	7	5	6	10	
evm.model.scaffold_15086.2	1	0	4	5	4	4	3	0	3	0	1	2	1	4	5	
evm.model.scaffold_15086.3	7	5	14	8	11	27	14	5	10	4	12	6	4	4	16	
evm.model.scaffold_1509.2	4	4	3	13	0	10	9	0	7	0	1	5	1	3	12	
evm.model.scaffold_15090.1	2	1	3	2	0	2	0	0	0	0	0	0	1	1	7	
evm.model.scaffold_15090.2	1	1	3	3	1	4	0	2	3	1	1	0	1	1	5	
evm.model.scaffold_15091.1	5	1	4	6	5	7	2	1	6	0	0	2	0	1	9	
evm.model.scaffold_15092.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
evm.model.scaffold_15093.4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	
evm.model.scaffold_15093.5	0	0	2	2	0	3	1	1	0	0	0	1	0	2	2	
evm.model.scaffold_15094.1	0	1	0	2	0	1	0	1	0	0	0	0	0	0	1	
evm.model.scaffold_15094.3	1	0	1	5	2	3	1	0	0	0	0	1	0	0	1	
evm.model.scaffold_15094.4	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	
evm.model.scaffold_15095.1	0	0	1	3	2	2	0	0	1	0	0	3	0	4	1	
evm.model.scaffold_15097.1	14	13	21	45	29	79	37	23	23	4	21	36	17	19	57	
evm.model.scaffold_15098.1	15	31	59	119	32	188	84	20	55	9	29	53	31	56	163	
evm.model.scaffold_15099.1	4	7	12	0	0	13	0	4	7	0	0	6	2	1	12	
evm.model.scaffold_151.1	1	0	1	2	0	1	0	0	0	0	1	1	0	1	0	
evm.model.scaffold_151.2	1	2	11	19	4	15	1	7	4	0	0	7	2	4	11	
evm.model.scaffold_15100.1	2	7	7	12	0	10	1	3	8	1	3	3	1	1	16	
evm.model.scaffold_15100.3	0	2	2	5	0	7	0	3	3	0	2	0	0	0	4	
evm.model.scaffold_15102.1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	3	
evm.model.scaffold_15103.1	3	0	0	1	0	5	1	0	1	0	0	1	0	1	0	
evm.model.scaffold_15103.2	1	0	4	6	5	6	2	1	3	0	2	3	2	1	4	
evm.model.scaffold_15105.1	5	18	22	42	6	48	16	14	7	5	7	24	12	8	45	
evm.model.scaffold_15105.2	15	18	30	75	13	147	29	24	40	3	13	47	6	10	81	
evm.model.scaffold_15106.1	3	0	3	2	2	6	1	0	1	0	0	2	0	0	0	
evm.model.scaffold_15107.1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	
evm.model.scaffold_1511.1	2	1	3	16	2	11	0	6	2	2	0	3	0	3	14	
evm.model.scaffold_1511.2	1	2	8	10	1	9	5	3	2	2	1	7	0	7	20	
evm.model.scaffold_1511.3	4	2	4	17	1	22	1	2	5	0	0	4	4	1	9	
evm.model.scaffold_15110.1	4	5	5	16	7	21	2	4	8	0	3	7	1	4	10	
evm.model.scaffold_15112.1	4	3	3	6	3	4	1	3	1	0	1	3	1	0	7	
evm.model.scaffold_15115.1	2	7	15	31	10	24	10	11	16	3	4	5	2	3	34	
evm.model.scaffold_15116.2	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	
evm.model.scaffold_15117.1	4	3	8	13	2	12	2	1	3	0	2	1	0	0	8	
evm.model.scaffold_15117.2	1	0	3	0	0	2	1	0	2	0	0	0	0	0	2	
evm.model.scaffold_15121.1	0	5	5	11	1	2	0	0	2	0	0	3	2	0	7	
evm.model.scaffold_15121.2	10	21	27	63	11	79	41	17	28	3	21	33	17	17	65	
evm.model.scaffold_15121.5	5	16	21	19	12	36	18	12	20	3	17	16	13	16	48	
evm.model.scaffold_15122.1	9	7	8	15	9	26	19	8	6	1	12	14	10	6	20	
evm.model.scaffold_15124.3	2	0	1	3	2	3	1	0	0	0	1	0	1	0	3	
evm.model.scaffold_15125.1	2	5	12	11	3	4	1	3	1	1	3	2	0	1	7	
evm.model.scaffold_15126.1	0	14	9	14	3	18	8	3	1	0	8	4	6	3	15	
evm.model.scaffold_15126.2	6	7	10	13	2	26	6	5	9	1	1	13	1	2	24	
evm.model.scaffold_15126.3	1	1	3	2	1	5	0	0	0	1	0	1	0	2	3	
evm.model.scaffold_15128.4	0	1	5	4	0	4	0	0	3	0	1	1	0	5	6	
evm.model.scaffold_15129.1	0	1	3	4	0	5	1	0	1	0	0	0	0	1	2	
evm.model.scaffold_1513.1	0	0	2	1	1	4	0	1	3	0	2	3	0	2	3	
evm.model.scaffold_1513.2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
evm.model.scaffold_15130.2	0	1	2	0	0	0	1	0	2	0	0	1	0	0	0	
evm.model.scaffold_15130.3	1	6	18	26	7	37	19	10	11	2	12	16	14	6	35	
evm.model.scaffold_15130.4	3	0	2	9	1	3	2	2	7	0	0	3	0	1	6	
evm.model.scaffold_15131.1	0	1	0	2	1	4	1	1	1	0	0	0	0	0	1	
evm.model.scaffold_15132.2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
evm.model.scaffold_15132.3	0	0	3	3	0	6	1	0	0	0	1	3	0	0	3	
evm.model.scaffold_15133.1	2	7	11	5	2	10	3	0	3	0	1	3	3	0	8	
evm.model.scaffold_15133.2	1	0	1	0	1	2	0	0	0	0	0	1	0	0	3	
evm.model.scaffold_15133.3	0	0	2	2	0	3	2	0	0	1	0	3	4	1	6	
evm.model.scaffold_15133.4	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	
evm.model.scaffold_15134.2	0	1	4	3	0	6	1	2	3	1	1	2	3	1	5	
evm.model.scaffold_15138.1	1	2	5	2	1	11	2	2	3	0	1	1	3	2	9	
evm.model.scaffold_15139.1	0	4	6	10	0	3	3	0	1	0	1	3	2	1	12	
evm.model.scaffold_1514.1	0	0	2	2	4	2	1	0	1	1	0	1	0	0	8	
evm.model.scaffold_1514.2	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1	
evm.model.scaffold_1514.3	0	3	0	2	1	0	1	2	1	0	0	3	0	0	2	
evm.model.scaffold_15140.1	0	1	2	3	0	5	2	2	6	1	1	1	0	3	3	
evm.model.scaffold_15140.4	0	0	1	1	0	1	0	0	2	0	0	0	1	1	0	
evm.model.scaffold_15141.1	4	4	8	5	2	6	7	5	13	2	8	5	1	4	11	
evm.model.scaffold_15141.2	0	0	5	0	0	4	2	1	2	0	0	1	0	1	9	
evm.model.scaffold_15141.7	0	3	3	6	0	8	1	3	0	1	0	1	0	1	13	
evm.model.scaffold_15142.1	0	2	5	8	1	15	3	4	7	0	1	3	2	1	9	
evm.model.scaffold_15142.3	3	6	10	16	1	16	3	4	6	1	2	6	2	3	11	
evm.model.scaffold_15143.1	0	1	3	8	1	7	1	1	1	0	0	1	2	2	5	
evm.model.scaffold_15143.2	5	5	3	15	2	14	2	2	2	2	1	9	5	6	14	
evm.model.scaffold_15143.3	0	4	13	8	3	14	1	5	3	0	0	7	1	6	11	
evm.model.scaffold_15144.1	1	0	3	2	2	3	0	2	0	0	1	0	0	0	2	
evm.model.scaffold_15144.2	6	1	11	19	0	21	10	4	11	1	5	12	8	5	16	
evm.model.scaffold_15144.3	1	5	9	20	6	22	5	9	9	4	3	11	2	6	22	
evm.model.scaffold_15145.1	0	0	2	6	0	2	0	1	0	0	1	1	0	1	2	
evm.model.scaffold_15145.2	1	1	10	12	2	18	7	0	4	1	2	7	0	4	9	
evm.model.scaffold_15148.1	0	0	6	6	1	5	0	2	7	1	0	5	3	3	15	
evm.model.scaffold_15148.2	0	0	2	4	0	3	0	2	3	0	0	3	0	0	1	
evm.model.scaffold_15148.4	2	1	4	7	1	5	1	1	0	0	1	0	2	2	6	
evm.model.scaffold_15148.5	0	0	2	4	0	0	0	0	0	0	1	1	0	0	1	
evm.model.scaffold_15148.6	0	1	2	7	2	15	0	3	3	0	1	3	0	1	4	
evm.model.scaffold_1515.1	12	19	19	58	13	80	19	12	32	5	18	21	10	16	88	
evm.model.scaffold_1515.2	0	0	0	1	0	2	0	0	0	0	0	3	3	1	5	
evm.model.scaffold_1515.4	3	3	7	11	1	19	1	0	4	2	1	8	1	3	20	
evm.model.scaffold_15152.1	4	3	5	9	2	26	10	8	11	2	3	6	0	8	16	
evm.model.scaffold_15156.1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	
evm.model.scaffold_15157.1	0	0	2	3	0	0	0	0	2	0	0	1	0	1	5	
evm.model.scaffold_15158.1	0	0	1	3	1	6	0	1	2	0	0	0	0	1	2	
evm.model.scaffold_1516.2	0	0	0	3	0	1	0	0	0	0	0	2	0	0	0	
evm.model.scaffold_15162.1	82	47	113	89	79	187	107	36	121	62	62	88	61	23	165	
evm.model.scaffold_15162.2	1	0	2	3	0	4	0	0	0	0	0	2	0	0	3	
evm.model.scaffold_15162.5	9	2	10	15	8	35	14	5	9	3	10	6	4	2	18	
evm.model.scaffold_15163.1	1	0	2	0	0	1	0	0	1	0	0	2	0	1	1	
evm.model.scaffold_15164.1	0	4	4	3	3	9	6	2	3	1	1	0	2	2	7	
evm.model.scaffold_15165.1	0	0	2	2	0	2	0	2	0	0	0	2	0	0	1	
evm.model.scaffold_15165.2	1	1	6	6	2	8	2	0	1	1	1	1	0	0	5	
evm.model.scaffold_15166.1	0	1	1	2	0	4	0	3	1	0	2	3	0	1	2	
evm.model.scaffold_1517.1	1	0	3	7	1	6	0	2	4	0	1	1	2	0	5	
evm.model.scaffold_1517.2	2	1	2	1	0	5	3	0	3	0	0	3	0	3	9	
evm.model.scaffold_15172.1	3	1	5	9	4	10	10	3	6	3	6	3	2	0	9	
evm.model.scaffold_15173.1	1	2	4	6	6	4	2	0	0	1	1	3	2	4	6	
evm.model.scaffold_15173.2	1	1	0	1	0	3	0	0	1	1	0	1	3	2	2	
evm.model.scaffold_15174.3	0	2	3	3	2	4	0	0	0	0	0	2	0	0	4	
evm.model.scaffold_15175.1	3	2	7	5	1	8	1	2	6	0	0	1	2	8	13	
evm.model.scaffold_15175.3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
evm.model.scaffold_15177.1	6	17	19	50	19	58	25	17	22	4	12	23	8	18	53	
evm.model.scaffold_15177.2	1	0	2	1	0	3	0	1	2	0	0	0	0	1	2	
evm.model.scaffold_15177.3	0	1	2	3	0	4	3	0	1	0	1	0	0	1	3	
evm.model.scaffold_1518.1	46	49	73	74	46	160	87	49	76	14	65	73	66	42	143	
evm.model.scaffold_1518.2	3	6	5	12	5	23	5	3	6	1	8	4	1	3	24	
evm.model.scaffold_1518.3	1	2	2	3	1	5	1	3	1	1	0	0	0	1	5	
evm.model.scaffold_1518.4	3	3	7	17	5	11	4	6	4	2	1	1	0	2	25	
evm.model.scaffold_1518.5	18	20	42	57	24	67	21	23	29	5	10	31	20	17	75	
evm.model.scaffold_1518.6	0	0	2	4	0	6	3	3	1	0	1	0	1	0	2	
evm.model.scaffold_1518.7	2	6	7	11	7	30	1	2	3	0	2	3	0	3	17	
evm.model.scaffold_15181.1	0	1	1	13	0	8	4	1	3	0	4	2	0	0	6	
evm.model.scaffold_15181.2	3	2	3	2	4	8	9	0	4	1	0	3	2	2	12	
evm.model.scaffold_15181.3	2	0	5	4	2	3	5	1	2	0	0	2	2	1	5	
evm.model.scaffold_15185.1	0	1	2	0	1	2	1	0	1	0	1	0	0	1	4	
evm.model.scaffold_15186.1	0	5	1	9	4	6	4	1	0	0	0	7	1	2	4	
evm.model.scaffold_15187.3	14	7	18	31	22	45	20	20	19	1	9	11	7	10	42	
evm.model.scaffold_15187.4	9	8	10	30	13	42	20	11	6	3	13	18	11	14	29	
evm.model.scaffold_15187.5	0	0	5	0	1	0	0	0	1	0	0	0	1	0	2	
evm.model.scaffold_15187.6	0	0	2	3	0	2	0	0	0	0	0	0	0	0	3	
evm.model.scaffold_15187.7	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	
evm.model.scaffold_15187.8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	
evm.model.scaffold_15187.9	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	
evm.model.scaffold_15189.1	16	4	16	30	16	49	16	11	16	7	15	16	13	11	36	
evm.model.scaffold_15189.2	0	2	5	2	0	2	2	1	3	1	0	0	0	1	3	
evm.model.scaffold_15190.1	5	3	7	8	0	5	0	0	3	0	0	1	0	1	2	
evm.model.scaffold_15192.1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	
evm.model.scaffold_15193.1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	
evm.model.scaffold_15195.1	6	6	14	20	6	30	9	9	13	4	4	10	4	15	37	
evm.model.scaffold_15197.1	1	0	4	1	1	4	2	6	2	0	0	1	0	0	3	
evm.model.scaffold_15197.10	0	2	5	8	3	12	3	3	2	1	3	5	4	0	9	
evm.model.scaffold_15197.11	0	2	0	1	0	3	0	1	4	0	0	0	0	0	4	
evm.model.scaffold_15197.2	2	5	4	11	1	14	3	2	4	1	3	2	3	0	20	
evm.model.scaffold_15197.3	6	16	29	56	12	78	18	16	27	4	14	20	3	11	49	
evm.model.scaffold_15197.4	10	5	16	28	20	35	19	8	13	5	11	17	16	12	37	
evm.model.scaffold_15197.5	22	29	36	129	30	140	44	17	53	9	35	36	29	23	118	
evm.model.scaffold_15197.7	0	0	0	4	0	5	1	0	3	0	1	3	1	0	3	
evm.model.scaffold_15197.9	2	3	13	7	4	10	4	2	5	1	10	4	7	3	13	
evm.model.scaffold_15199.1	1	1	4	8	1	5	2	3	2	0	1	0	1	3	5	
evm.model.scaffold_1520.1	1	2	5	2	1	5	1	0	0	0	0	1	0	1	0	
evm.model.scaffold_15203.3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
evm.model.scaffold_15208.1	2	3	9	14	4	12	6	5	6	0	2	8	3	9	22	
evm.model.scaffold_15208.10	2	2	6	23	4	13	2	5	1	0	1	6	0	5	7	
evm.model.scaffold_15208.8	1	3	2	5	1	6	1	1	1	2	0	2	0	1	3	
evm.model.scaffold_15208.9	1	2	2	5	1	8	3	0	3	0	0	1	1	0	5	
evm.model.scaffold_15209.1	0	2	7	9	0	7	0	1	1	0	1	3	1	1	9	
evm.model.scaffold_1521.1	7	6	13	23	11	29	8	5	15	2	13	4	1	9	27	
evm.model.scaffold_15210.1	41	39	86	116	46	250	71	45	69	9	33	76	30	58	228	
evm.model.scaffold_15212.1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	
evm.model.scaffold_15218.1	0	4	8	4	5	17	3	3	5	1	2	3	2	0	12	
evm.model.scaffold_15222.1	2	0	3	1	0	1	2	0	1	0	1	2	0	1	0	
evm.model.scaffold_15222.2	1	0	2	1	0	8	1	2	3	0	0	1	0	0	3	
evm.model.scaffold_15224.1	1	0	2	6	2	8	0	2	0	2	2	5	0	2	7	
evm.model.scaffold_15224.2	0	0	4	5	2	7	1	5	2	1	0	1	0	1	8	
evm.model.scaffold_15225.1	3	2	6	9	2	10	3	3	1	1	2	2	0	2	11	
evm.model.scaffold_15227.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	
evm.model.scaffold_15227.2	1	1	2	4	1	9	1	0	1	0	0	1	0	1	2	
evm.model.scaffold_15228.1	0	0	1	6	1	2	0	0	4	0	0	0	0	0	3	
evm.model.scaffold_15229.1	5	7	16	36	3	46	14	9	26	5	10	14	4	10	51	
evm.model.scaffold_15229.4	1	2	13	0	0	34	8	4	15	3	2	8	5	5	9	
evm.model.scaffold_1523.1	8	5	35	44	10	52	13	17	27	2	4	21	3	24	67	
evm.model.scaffold_15232.1	3	1	0	6	1	9	1	4	2	2	2	1	3	2	5	
evm.model.scaffold_15233.1	5	3	7	12	3	12	4	1	1	2	1	1	2	3	10	
evm.model.scaffold_15233.2	8	7	13	44	19	40	22	8	17	5	20	19	23	8	22	
evm.model.scaffold_15233.4	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	
evm.model.scaffold_15233.5	4	1	1	5	0	13	0	1	2	0	0	3	0	2	12	
evm.model.scaffold_15233.6	0	3	0	3	0	1	1	0	2	0	0	1	0	2	1	
evm.model.scaffold_15234.1	1	7	15	22	5	18	3	5	4	1	2	8	4	0	22	
evm.model.scaffold_15234.3	0	0	0	1	0	3	0	1	0	0	0	1	0	0	0	
evm.model.scaffold_15235.1	0	0	1	2	0	4	0	2	1	0	0	0	0	2	6	
evm.model.scaffold_15236.1	0	1	3	8	0	11	1	1	2	0	1	1	0	1	5	
evm.model.scaffold_15237.1	7	3	15	19	5	46	8	6	10	3	5	8	4	6	33	
evm.model.scaffold_15237.10	0	0	1	2	0	1	1	0	1	0	0	1	0	0	0	
evm.model.scaffold_15237.2	3	3	8	15	1	11	10	3	1	0	4	5	5	5	22	
evm.model.scaffold_15237.3	8	8	22	22	7	31	9	5	10	0	13	14	3	2	36	
evm.model.scaffold_15237.6	11	9	15	17	5	31	4	4	4	1	4	11	5	6	21	
evm.model.scaffold_15237.8	4	4	14	28	6	21	8	1	3	3	6	3	4	0	14	
evm.model.scaffold_15238.1	2	2	1	6	2	3	2	1	2	0	0	3	1	3	4	
evm.model.scaffold_1524.1	3	0	1	9	0	4	4	0	5	0	4	0	0	1	5	
evm.model.scaffold_15240.1	3	2	3	2	1	3	1	1	1	0	2	2	0	0	4	
evm.model.scaffold_15240.2	0	0	1	1	1	1	1	0	0	0	1	0	0	0	1	
evm.model.scaffold_15241.2	4	6	19	10	9	17	14	5	7	1	5	12	7	4	24	
evm.model.scaffold_15245.1	4	4	4	10	2	6	2	2	2	0	0	1	3	1	15	
evm.model.scaffold_15245.2	2	0	1	6	0	2	1	2	2	0	0	2	0	0	4	
evm.model.scaffold_15245.3	2	0	1	2	0	4	0	1	1	0	0	0	0	0	5	
evm.model.scaffold_15250.1	0	1	2	4	2	1	1	0	2	0	0	0	0	1	5	
evm.model.scaffold_15250.2	1	1	2	4	3	7	1	1	5	0	1	0	1	2	6	
evm.model.scaffold_15251.1	2	0	2	0	0	3	2	1	0	0	0	0	0	0	1	
evm.model.scaffold_15251.2	1	0	0	1	0	0	0	0	0	0	0	1	0	2	0	
evm.model.scaffold_15252.1	1	6	7	15	9	19	0	4	4	2	0	4	1	2	10	
evm.model.scaffold_15255.1	6	9	35	50	15	67	7	10	28	6	5	29	6	24	79	
evm.model.scaffold_15255.2	0	2	1	6	1	4	4	1	5	0	1	3	0	0	6	
evm.model.scaffold_1526.1	3	8	29	24	3	36	9	3	12	2	1	12	10	8	35	
evm.model.scaffold_15260.1	6	10	15	29	3	35	8	10	10	2	7	8	0	8	40	
evm.model.scaffold_15260.2	6	9	20	50	7	41	14	17	12	5	7	7	13	3	41	
evm.model.scaffold_15260.3	7	2	12	10	3	18	6	0	5	3	4	5	7	5	13	
evm.model.scaffold_15261.1	1	2	6	3	1	5	0	0	0	0	2	0	2	1	2	
evm.model.scaffold_15262.1	2	4	9	12	2	14	2	2	4	0	2	3	0	2	12	
evm.model.scaffold_15262.2	1	1	3	10	0	5	2	2	2	0	1	0	1	0	11	
evm.model.scaffold_15263.1	0	0	1	3	0	7	0	0	3	0	0	2	0	2	3	
evm.model.scaffold_15263.2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
evm.model.scaffold_15263.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
evm.model.scaffold_15264.1	0	2	2	4	0	4	0	1	0	0	0	1	0	0	3	
evm.model.scaffold_15265.1	2	0	2	2	0	2	0	3	0	0	1	4	0	0	2	
evm.model.scaffold_15266.1	1	2	0	8	2	7	6	0	2	0	1	1	0	2	6	
evm.model.scaffold_15268.1	6	5	13	24	4	34	8	2	11	1	2	7	1	5	34	
evm.model.scaffold_15268.4	0	1	2	12	2	11	5	1	2	3	5	3	1	0	12	
evm.model.scaffold_15268.5	2	0	2	6	0	7	1	1	2	1	1	1	0	2	3	
evm.model.scaffold_15269.1	13	4	20	25	2	49	22	9	9	3	7	7	15	7	24	
evm.model.scaffold_15269.2	0	0	1	1	0	0	0	0	1	0	0	1	3	0	4	
evm.model.scaffold_1527.1	0	1	1	0	1	2	0	3	0	0	0	3	0	2	1	
evm.model.scaffold_15271.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	
evm.model.scaffold_15272.1	2	4	8	7	3	25	4	6	11	0	2	4	6	3	10	
evm.model.scaffold_15273.1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	2	
evm.model.scaffold_15273.2	0	1	0	0	0	1	1	0	0	2	0	1	0	0	1	
evm.model.scaffold_15274.3	2	0	0	0	0	0	1	1	0	0	0	2	0	0	1	
evm.model.scaffold_15276.3	0	0	4	2	1	1	2	0	3	1	0	1	1	0	1	
evm.model.scaffold_15278.1	2	3	8	15	4	20	4	8	12	4	1	4	1	0	16	
evm.model.scaffold_1528.1	3	7	20	24	3	31	3	4	7	2	2	7	2	0	22	
evm.model.scaffold_1528.2	1	2	5	10	4	6	1	1	5	1	0	5	0	2	18	
evm.model.scaffold_1528.3	2	1	4	6	1	3	2	0	2	1	1	2	0	0	7	
evm.model.scaffold_15281.1	0	0	2	0	2	6	1	4	5	0	0	2	0	2	4	
evm.model.scaffold_15285.2	1	0	0	2	0	3	0	1	1	0	0	0	0	0	1	
evm.model.scaffold_15287.1	0	2	12	25	6	29	3	4	7	5	1	9	1	7	23	
evm.model.scaffold_15287.2	1	1	3	9	3	13	2	6	3	0	0	1	2	2	18	
evm.model.scaffold_1529.1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	
evm.model.scaffold_15291.1	0	0	1	2	0	2	0	0	1	0	0	0	2	0	1	
evm.model.scaffold_15292.7	0	0	1	1	0	5	1	1	0	0	0	0	1	0	1	
evm.model.scaffold_15294.2	2	2	0	2	1	0	0	0	2	0	1	0	0	1	1	
evm.model.scaffold_15297.1	2	3	6	6	1	15	2	2	2	0	0	5	2	0	4	
evm.model.scaffold_15297.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
evm.model.scaffold_15297.3	1	1	1	2	0	1	1	0	0	0	0	1	0	1	3	
evm.model.scaffold_15299.1	0	0	0	6	1	7	0	1	2	0	0	3	0	0	12	
evm.model.scaffold_1530.1	9	15	29	39	14	58	18	8	27	3	17	19	3	17	47	
evm.model.scaffold_1530.3	13	12	34	36	11	45	29	9	39	8	16	23	13	15	56	
evm.model.scaffold_1530.4	0	1	1	8	2	2	4	0	0	0	0	1	0	1	2	
evm.model.scaffold_15300.2	65	31	89	124	95	206	126	49	97	35	71	90	82	39	135	
evm.model.scaffold_15302.1	7	3	39	26	9	47	4	18	22	2	0	17	5	9	40	
evm.model.scaffold_15302.2	2	2	1	10	1	17	2	2	2	0	2	3	2	1	6	
evm.model.scaffold_15302.3	2	0	1	0	0	1	0	0	0	0	0	1	0	0	4	
evm.model.scaffold_15303.1	0	0	1	2	0	7	2	1	1	0	0	0	0	0	2	
evm.model.scaffold_15303.2	5	6	7	15	4	15	6	5	19	0	1	9	2	6	22	
evm.model.scaffold_15304.1	0	0	1	2	2	4	1	1	1	0	0	3	0	3	4	
evm.model.scaffold_15306.1	2	2	4	10	2	14	3	2	1	1	2	4	1	1	6	
evm.model.scaffold_15307.1	6	2	18	32	9	37	5	6	12	6	2	14	8	7	20	
evm.model.scaffold_15309.1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	
evm.model.scaffold_15309.2	13	3	12	18	6	44	19	10	16	3	7	19	4	4	27	
evm.model.scaffold_15309.3	2	1	8	8	3	11	5	1	2	0	0	4	0	1	8	
evm.model.scaffold_15309.4	0	1	3	3	1	2	2	0	0	0	1	0	0	1	3	
evm.model.scaffold_15309.5	1	2	2	5	0	5	3	2	4	0	0	1	0	3	4	
evm.model.scaffold_1531.1	2	10	16	22	4	32	12	4	6	4	7	12	7	3	19	
evm.model.scaffold_1531.2	0	1	2	3	0	1	0	0	1	2	0	3	0	1	3	
evm.model.scaffold_15311.1	1	2	2	10	1	2	2	1	2	0	0	0	0	0	3	
evm.model.scaffold_15312.1	0	1	1	4	1	7	1	0	1	0	1	1	0	1	1	
evm.model.scaffold_15312.2	1	0	1	3	1	1	3	2	2	0	2	1	0	2	8	
evm.model.scaffold_15312.4	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	
evm.model.scaffold_15313.1	3	1	4	11	4	15	8	3	3	1	2	4	5	8	13	
evm.model.scaffold_15313.2	0	0	1	1	0	3	0	1	0	0	0	0	0	1	1	
evm.model.scaffold_15314.1	0	1	5	6	0	6	0	0	3	2	0	5	0	1	2	
evm.model.scaffold_15315.1	5	3	11	15	5	21	7	6	9	0	10	7	3	4	20	
evm.model.scaffold_15315.2	0	0	1	2	0	2	0	0	1	0	0	0	0	0	1	
evm.model.scaffold_15315.4	4	2	2	5	3	4	3	0	2	0	1	6	0	3	3	
evm.model.scaffold_15315.5	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	
evm.model.scaffold_15316.1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	
evm.model.scaffold_15316.2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	
evm.model.scaffold_15316.4	6	5	11	7	4	23	12	1	7	1	7	5	3	6	23	
evm.model.scaffold_15316.5	0	2	1	2	1	5	2	4	1	0	0	0	0	0	8	
evm.model.scaffold_15319.1	0	1	4	1	0	3	0	0	0	0	1	2	0	0	4	
evm.model.scaffold_15319.2	0	1	5	6	3	5	1	0	1	0	0	0	0	0	5	
evm.model.scaffold_15319.3	0	0	2	2	0	0	0	0	1	0	0	0	0	0	1	
evm.model.scaffold_15323.1	3	4	4	3	2	7	2	1	1	0	2	5	0	0	6	
evm.model.scaffold_15324.1	1	0	6	5	4	6	3	2	2	0	1	1	2	0	7	
evm.model.scaffold_15324.2	1	1	0	1	0	3	0	5	1	0	0	1	2	1	4	
