	SRR14729874.clean.fastq.gz.sam.counts	SRR14729875.clean.fastq.gz.sam.counts	SRR14729876.clean.fastq.gz.sam.counts	SRR14729877.clean.fastq.gz.sam.counts	SRR14729879.clean.fastq.gz.sam.counts	SRR14729880.clean.fastq.gz.sam.counts	SRR14729882.clean.fastq.gz.sam.counts	SRR14729883.clean.fastq.gz.sam.counts	SRR14729884.clean.fastq.gz.sam.counts	SRR14729885.clean.fastq.gz.sam.counts	SRR14729886.clean.fastq.gz.sam.counts	SRR14729887.clean.fastq.gz.sam.counts	SRR14729888.clean.fastq.gz.sam.counts	SRR14729891.clean.fastq.gz.sam.counts	SRR14729892.clean.fastq.gz.sam.counts	
Porites_compressa_HIv1___RNAseq.g15379.t1	0	6	3	27	23	28	13	13	0	15	47	36	30	1	13	
Porites_compressa_HIv1___RNAseq.g15380.t1	4	3	1	2	3	2	2	0	4	2	3	1	5	0	4	
Porites_compressa_HIv1___RNAseq.g15381.t1	0	23	9	61	51	46	27	12	1	31	79	63	61	0	29	
Porites_compressa_HIv1___RNAseq.g15382.t1	15	22	41	53	40	29	34	8	42	20	18	14	7	12	5	
Porites_compressa_HIv1___RNAseq.g15384.t1	152	22	70	254	542	413	24	43	61	17	3	1	0	285	165	
Porites_compressa_HIv1___RNAseq.g15385.t1	54	9	18	122	238	189	13	20	8	12	0	0	1	148	67	
Porites_compressa_HIv1___RNAseq.g15386.t1	70	15	42	139	265	238	19	40	13	11	0	0	1	177	97	
Porites_compressa_HIv1___RNAseq.g15387.t1	7	0	2	14	22	50	2	5	4	0	0	0	0	12	6	
Porites_compressa_HIv1___RNAseq.g15388.t1	250	16	268	1004	7	159	2	78	5	133	6	0	10	148	247	
Porites_compressa_HIv1___RNAseq.g1539.t1	0	0	0	1	0	1	0	4	0	0	0	0	0	0	0	
Porites_compressa_HIv1___RNAseq.g15390.t1	1	0	3	0	4	2	0	0	0	0	0	0	0	0	5	
Porites_compressa_HIv1___RNAseq.g15393.t1	17	0	31	0	15	4	0	29	9	0	6	1	13	32	19	
Porites_compressa_HIv1___RNAseq.g15394.t1	2	0	2	3	5	2	0	3	0	2	0	0	0	5	2	
Porites_compressa_HIv1___RNAseq.g15395.t1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
Porites_compressa_HIv1___RNAseq.g15396.t1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
Porites_compressa_HIv1___RNAseq.g15397.t1	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	
Porites_compressa_HIv1___RNAseq.g15399.t1	482	200	449	384	1674	533	437	208	356	286	389	762	146	1377	1113	
Porites_compressa_HIv1___RNAseq.g154.t1	424	66	361	653	216	391	345	106	203	199	336	163	320	514	250	
Porites_compressa_HIv1___RNAseq.g1540.t1	0	0	0	0	0	88	0	0	0	1	0	0	0	13	0	
Porites_compressa_HIv1___RNAseq.g15401.t1	21	91	557	0	2147	2503	313	114	608	57	1695	1190	578	170	274	
Porites_compressa_HIv1___RNAseq.g15402.t1	10	0	13	0	1	2	0	0	0	6	4	1	10	0	1	
Porites_compressa_HIv1___RNAseq.g15403.t1	20	2	25	67	17	29	10	20	7	10	0	4	4	8	20	
Porites_compressa_HIv1___RNAseq.g15404.t1	20	1	20	3	130	612	75	13	26	0	203	186	54	24	19	
Porites_compressa_HIv1___RNAseq.g15405.t1	2	0	55	50	95	760	74	5	18	10	196	186	55	25	18	
Porites_compressa_HIv1___RNAseq.g15406.t1	16	10	8	27	14	125	15	27	5	6	47	24	14	14	17	
Porites_compressa_HIv1___RNAseq.g15408.t1	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	
Porites_compressa_HIv1___RNAseq.g1541.t1	0	0	0	0	0	25	0	0	0	0	0	0	0	2	1	
Porites_compressa_HIv1___RNAseq.g15410.t1	101	30	207	178	567	1287	445	131	360	18	1935	990	481	301	163	
Porites_compressa_HIv1___RNAseq.g15412.t1	1247	219	626	2878	957	3289	418	912	443	390	2887	532	838	3373	1090	
Porites_compressa_HIv1___RNAseq.g15414.t1	977	142	290	1400	214	1946	102	303	50	194	2022	71	451	1769	889	
Porites_compressa_HIv1___RNAseq.g15415.t1	439	96	378	617	217	788	239	273	99	133	1117	229	310	719	471	
Porites_compressa_HIv1___RNAseq.g15416.t1	90	49	594	887	942	1308	783	63	401	48	278	915	70	175	262	
Porites_compressa_HIv1___RNAseq.g15418.t1	199	132	277	425	247	277	318	102	213	251	243	258	128	344	152	
Porites_compressa_HIv1___RNAseq.g15419.t1	76	34	127	45	51	61	71	57	123	97	26	85	66	31	58	
Porites_compressa_HIv1___RNAseq.g1542.t1	0	0	2	2	0	57	0	1	0	1	0	0	0	9	0	
Porites_compressa_HIv1___RNAseq.g15421.t1	166	0	3	38	0	0	1	0	4	0	30	3	197	1	3	
Porites_compressa_HIv1___RNAseq.g15424.t1a	220	43	58	88	55	90	110	38	98	45	50	42	43	105	95	
Porites_compressa_HIv1___RNAseq.g15424.t1b	5142	1610	6030	5463	4844	5120	4810	3972	6958	2831	4014	3547	3168	2580	3534	
Porites_compressa_HIv1___RNAseq.g15425.t1	231	50	113	324	278	111	198	44	24	115	122	66	36	89	92	
Porites_compressa_HIv1___RNAseq.g15426.t1	3	1	13	75	14	24	29	1	8	7	19	9	4	6	15	
Porites_compressa_HIv1___RNAseq.g15427.t1	0	0	3	2	1	0	0	0	0	0	0	0	1	0	0	
Porites_compressa_HIv1___RNAseq.g15428.t1	31	37	185	639	12	293	43	10	166	23	18	14	131	63	14	
Porites_compressa_HIv1___RNAseq.g15429.t1	1	24	0	213	1	0	1	4	1	1	0	0	0	0	3	
Porites_compressa_HIv1___RNAseq.g1543.t1	0	0	1	3	0	486	0	1	1	13	2	4	1	79	4	
Porites_compressa_HIv1___RNAseq.g15430.t1	0	8	88	95	0	132	0	0	69	0	0	0	44	1	0	
Porites_compressa_HIv1___RNAseq.g15431.t1	87	15	136	254	172	173	253	92	136	100	150	72	36	122	188	
Porites_compressa_HIv1___RNAseq.g15432.t1a	22	13	14	55	16	70	21	19	5	15	50	40	30	28	47	
Porites_compressa_HIv1___RNAseq.g15432.t1b	307	105	137	142	145	196	109	101	200	112	160	131	165	72	143	
Porites_compressa_HIv1___RNAseq.g15433.t1	51	8	5	0	8	3	27	3	2	10	1	5	9	9	8	
Porites_compressa_HIv1___RNAseq.g15434.t1	1	1	0	6	1	0	0	0	2	0	0	0	4	3	2	
Porites_compressa_HIv1___RNAseq.g15435.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
Porites_compressa_HIv1___RNAseq.g15437.t1	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	
Porites_compressa_HIv1___RNAseq.g15438.t1	36	65	26	717	40	24	57	14	18	11	15	26	4	52	32	
Porites_compressa_HIv1___RNAseq.g15439.t1	316	144	312	380	267	373	361	166	386	228	273	250	218	160	267	
Porites_compressa_HIv1___RNAseq.g1544.t1	5	0	2	25	2	19	7	6	0	0	8	5	2	7	1	
Porites_compressa_HIv1___RNAseq.g15440.t1	3	0	0	1	1	2	0	1	2	1	0	0	0	0	0	
Porites_compressa_HIv1___RNAseq.g15441.t1	9	4	15	10	5	39	1	1	5	0	37	25	10	1	25	
Porites_compressa_HIv1___RNAseq.g15442.t1	645	258	1272	1263	841	1648	185	469	542	295	305	424	412	815	497	
Porites_compressa_HIv1___RNAseq.g15443.t1	1	1	0	1	0	0	0	0	1	0	1	1	0	2	1	
Porites_compressa_HIv1___RNAseq.g15444.t1	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	
Porites_compressa_HIv1___RNAseq.g15445.t1	10	1	15	5	10	30	1	1	19	5	8	13	10	11	12	
Porites_compressa_HIv1___RNAseq.g15446.t1	2	5	1	0	0	0	1	0	0	1	0	2	0	0	1	
Porites_compressa_HIv1___RNAseq.g15447.t1	2	1	1	4	1	1	4	0	0	1	1	2	0	2	0	
Porites_compressa_HIv1___RNAseq.g15448.t1	4	3	0	1	0	1	1	0	0	0	1	3	0	0	3	
Porites_compressa_HIv1___RNAseq.g15449.t1	6	1	6	15	6	29	3	2	10	5	19	26	5	3	9	
Porites_compressa_HIv1___RNAseq.g15450.t1	1	1	7	1	3	1	1	1	0	2	0	2	2	0	0	
Porites_compressa_HIv1___RNAseq.g15451.t1	10	3	8	5	10	1	3	5	0	1	1	1	0	0	0	
Porites_compressa_HIv1___RNAseq.g15452.t1	2	0	6	1	2	0	1	2	0	0	1	1	1	0	0	
Porites_compressa_HIv1___RNAseq.g15453.t1	1	0	5	1	9	0	0	3	0	3	0	3	1	0	0	
Porites_compressa_HIv1___RNAseq.g15454.t1	2	0	6	5	2	8	1	3	0	0	0	3	2	0	2	
Porites_compressa_HIv1___RNAseq.g15455.t1	1	0	2	1	2	0	1	0	0	3	0	2	0	0	0	
Porites_compressa_HIv1___RNAseq.g15459.t1	396	105	693	729	515	1787	353	234	628	364	466	580	345	973	670	
Porites_compressa_HIv1___RNAseq.g15460.t1	6	1	8	19	0	6	1	4	1	1	5	0	4	0	18	
Porites_compressa_HIv1___RNAseq.g15461.t1	2	0	2	5	1	0	3	0	0	1	0	2	0	0	5	
Porites_compressa_HIv1___RNAseq.g15463.t1	29	16	150	239	84	467	77	44	89	86	161	151	110	168	102	
Porites_compressa_HIv1___RNAseq.g15464.t1	120	29	81	619	56	536	183	112	63	43	211	145	114	92	178	
Porites_compressa_HIv1___RNAseq.g15465.t1	0	0	3	3	1	1	0	0	1	0	1	2	0	0	5	
Porites_compressa_HIv1___RNAseq.g15467.t1	167	59	163	315	160	307	177	144	230	81	113	118	79	154	250	
Porites_compressa_HIv1___RNAseq.g15468.t1	1675	558	1333	1430	1183	1913	355	1009	70	261	830	810	694	2173	891	
Porites_compressa_HIv1___RNAseq.g15469.t1	1	1	0	1	0	1	3	0	0	0	3	1	0	0	0	
Porites_compressa_HIv1___RNAseq.g15470.t1	66	17	41	44	75	83	21	21	7	35	72	31	41	62	0	
Porites_compressa_HIv1___RNAseq.g15471.t1	233	71	162	162	176	220	34	157	6	30	92	100	136	371	98	
Porites_compressa_HIv1___RNAseq.g15472.t1	1	1	13	1	20	1	20	1	1	26	0	0	0	0	0	
Porites_compressa_HIv1___RNAseq.g15473.t1	3	2	7	40	1	25	6	7	32	0	4	9	11	6	24	
Porites_compressa_HIv1___RNAseq.g15474.t1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Porites_compressa_HIv1___RNAseq.g15475.t1	40	11	45	119	1	90	49	16	114	0	1	53	47	26	119	
Porites_compressa_HIv1___RNAseq.g15476.t1	25	2	9	69	1	18	33	5	16	2	1	7	8	3	24	
Porites_compressa_HIv1___RNAseq.g15477.t1	29	2	6	16	6	23	1	4	3	3	12	14	12	22	5	
Porites_compressa_HIv1___RNAseq.g15478.t1	0	0	1	15	1	0	0	0	0	0	0	0	0	0	0	
Porites_compressa_HIv1___RNAseq.g15479.t1	0	1	1	4	0	0	0	0	1	1	0	0	0	1	0	
Porites_compressa_HIv1___RNAseq.g1548.t1	100	7	7	153	20	156	71	42	141	0	0	44	0	33	86	
Porites_compressa_HIv1___RNAseq.g15481.t1	242	127	236	0	5	194	17	0	11	0	2	0	85	264	95	
Porites_compressa_HIv1___RNAseq.g15482.t1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
Porites_compressa_HIv1___RNAseq.g15483.t1	0	1	2	9	7	4	0	6	0	3	2	1	0	4	6	
Porites_compressa_HIv1___RNAseq.g15484.t1	6	15	53	12	59	13	2	9	2	5	2	2	14	36	15	
Porites_compressa_HIv1___RNAseq.g15485.t1	263	81	164	121	174	188	359	84	224	143	177	117	135	116	129	
Porites_compressa_HIv1___RNAseq.g15486.t1	106	33	86	85	52	71	108	37	72	42	66	65	60	30	54	
Porites_compressa_HIv1___RNAseq.g15487.t1	91	34	57	64	27	59	41	35	58	28	30	28	39	39	24	
Porites_compressa_HIv1___RNAseq.g15488.t1	170	39	101	117	104	198	281	73	167	87	140	104	108	66	156	
Porites_compressa_HIv1___RNAseq.g15489.t1	890	289	714	980	530	967	1037	355	1071	508	601	574	471	508	821	
Porites_compressa_HIv1___RNAseq.g1549.t1	103	35	103	38	58	98	32	18	43	9	20	32	34	23	36	
Porites_compressa_HIv1___RNAseq.g15490.t1	6	0	1	0	0	1	0	1	1	0	0	0	0	2	0	
Porites_compressa_HIv1___RNAseq.g15492.t1	3	2	4	0	11	12	2	1	1	2	5	7	1	2	1	
Porites_compressa_HIv1___RNAseq.g15495.t1	2	0	1	0	0	0	0	1	0	0	3	0	0	0	0	
Porites_compressa_HIv1___RNAseq.g15497.t1a	4	0	6	7	7	39	7	7	2	0	26	0	0	1	0	
Porites_compressa_HIv1___RNAseq.g15497.t1b	117	20	111	199	167	308	164	76	155	98	283	217	50	80	125	
Porites_compressa_HIv1___RNAseq.g15498.t1	195	52	125	294	276	406	152	128	160	168	323	301	60	93	177	
Porites_compressa_HIv1___RNAseq.g15499.t1	1	0	2	0	0	0	12	1	3	0	0	0	0	0	2	
Porites_compressa_HIv1___RNAseq.g155.t1	10	10	26	21	23	18	27	22	34	13	34	8	15	8	18	
Porites_compressa_HIv1___RNAseq.g1550.t1	43	6	13	0	9	14	4	14	17	4	3	4	1	3	7	
Porites_compressa_HIv1___RNAseq.g15501.t1	6	1	10	15	5	2	5	3	7	3	9	1	0	0	23	
Porites_compressa_HIv1___RNAseq.g15502.t1	0	0	3	3	0	0	0	0	0	2	0	1	0	1	5	
Porites_compressa_HIv1___RNAseq.g15504.t1	91	1	85	11	5	3	80	0	94	0	6	3	3	0	87	
Porites_compressa_HIv1___RNAseq.g15505.t1	192	45	681	768	299	836	621	243	111	177	48	137	182	1460	283	
Porites_compressa_HIv1___RNAseq.g15507.t1	21	21	131	5	225	37	148	58	3	26	48	1	48	52	36	
Porites_compressa_HIv1___RNAseq.g15508.t1	2	1	3	12	0	4	4	2	9	0	0	4	2	8	5	
Porites_compressa_HIv1___RNAseq.g1551.t1	1	0	0	2	0	1	0	0	0	0	0	0	1	0	0	
Porites_compressa_HIv1___RNAseq.g15510.t1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
Porites_compressa_HIv1___RNAseq.g15512.t1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	
Porites_compressa_HIv1___RNAseq.g15513.t1	22	21	17	187	20	62	28	41	103	0	14	20	21	52	72	
Porites_compressa_HIv1___RNAseq.g15514.t1	7	1	14	11	23	34	6	12	1	3	18	17	10	4	21	
Porites_compressa_HIv1___RNAseq.g15515.t1	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	
Porites_compressa_HIv1___RNAseq.g15518.t1	44	10	44	47	53	46	37	30	61	33	47	22	28	27	27	
Porites_compressa_HIv1___RNAseq.g15519.t1	850	343	868	1277	665	991	1017	458	1113	675	829	755	634	613	648	
Porites_compressa_HIv1___RNAseq.g1552.t1	0	0	2	3	2	5	0	2	1	0	0	1	0	2	6	
Porites_compressa_HIv1___RNAseq.g15520.t1	22	7	11	46	17	38	110	17	19	10	13	14	17	16	31	
Porites_compressa_HIv1___RNAseq.g15521.t1	598	221	427	613	340	812	857	308	827	212	419	412	282	163	647	
Porites_compressa_HIv1___RNAseq.g15522.t1	71	24	74	97	87	98	111	45	86	50	103	80	80	70	55	
Porites_compressa_HIv1___RNAseq.g15523.t1	262	88	174	139	270	195	201	150	247	156	165	153	191	56	196	
Porites_compressa_HIv1___RNAseq.g15524.t1	336	100	202	359	295	389	413	148	342	316	245	220	172	177	193	
Porites_compressa_HIv1___RNAseq.g15525.t1	313	110	288	376	273	476	327	197	255	179	365	238	246	268	275	
Porites_compressa_HIv1___RNAseq.g15526.t1	294	79	251	222	198	267	367	136	210	189	159	144	145	125	172	
Porites_compressa_HIv1___RNAseq.g15527.t1	199	46	125	50	146	205	147	79	179	75	118	132	83	79	106	
Porites_compressa_HIv1___RNAseq.g15528.t1	154	63	154	113	174	112	216	49	203	129	105	102	58	60	110	
Porites_compressa_HIv1___RNAseq.g15529.t1	183	67	143	139	136	165	161	79	188	129	149	119	79	91	124	
Porites_compressa_HIv1___RNAseq.g1553.t1	2	4	4	0	4	12	1	7	12	5	1	20	2	6	11	
Porites_compressa_HIv1___RNAseq.g15530.t1	62	22	21	48	32	66	48	58	59	34	22	28	54	10	28	
Porites_compressa_HIv1___RNAseq.g15531.t1	6	3	14	18	25	15	18	5	12	9	6	3	7	5	10	
Porites_compressa_HIv1___RNAseq.g15533.t1	385	128	358	470	515	473	511	287	485	231	590	406	463	209	325	
Porites_compressa_HIv1___RNAseq.g15534.t1	43	14	33	61	32	83	37	22	37	10	39	44	27	19	57	
Porites_compressa_HIv1___RNAseq.g15535.t1	70	16	46	47	35	73	51	42	43	25	56	41	32	26	69	
Porites_compressa_HIv1___RNAseq.g15536.t1	290	101	249	359	263	337	271	147	352	172	327	203	209	137	207	
Porites_compressa_HIv1___RNAseq.g15537.t1	3202	1761	2959	2826	2458	2711	3109	1849	3862	2393	2480	2103	3385	1596	2463	
Porites_compressa_HIv1___RNAseq.g15538.t1	84	10	37	99	57	43	74	31	39	41	46	25	65	36	93	
Porites_compressa_HIv1___RNAseq.g15541.t1	3	1	22	19	14	9	4446	9	86	10	24	8	1	5	3	
Porites_compressa_HIv1___RNAseq.g15542.t1	158	60	143	160	149	188	144	61	200	114	195	118	72	55	76	
Porites_compressa_HIv1___RNAseq.g15544.t1	214	64	143	145	171	200	257	81	232	117	172	108	135	104	126	
Porites_compressa_HIv1___RNAseq.g15545.t1	97	43	82	61	122	91	72	27	143	90	73	66	107	37	66	
Porites_compressa_HIv1___RNAseq.g15546.t1	152	52	109	237	72	96	154	122	159	63	194	65	84	35	115	
Porites_compressa_HIv1___RNAseq.g15547.t1	0	0	0	83	0	0	4	26	0	0	54	0	0	1	0	
Porites_compressa_HIv1___RNAseq.g15548.t1	2	0	4	16	3	7	3	10	4	3	21	3	3	0	7	
Porites_compressa_HIv1___RNAseq.g15549.t1	6	2	2	3	2	4	8	1	4	1	4	2	8	1	9	
Porites_compressa_HIv1___RNAseq.g1555.t1	39	0	64	119	1	94	4	30	30	0	5	29	12	2	2	
Porites_compressa_HIv1___RNAseq.g15550.t1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
Porites_compressa_HIv1___RNAseq.g15552.t1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Porites_compressa_HIv1___RNAseq.g15555.t1	0	0	0	1	1	0	26	0	62	0	0	0	43	0	0	
Porites_compressa_HIv1___RNAseq.g15556.t1	0	0	0	0	0	0	19	0	54	0	0	0	46	0	0	
Porites_compressa_HIv1___RNAseq.g15557.t1	1	838	4	174	179	3	2511	154	5610	212	237	3	3806	4	5	
Porites_compressa_HIv1___RNAseq.g15559.t1	0	3	1	1	3	0	631	1	1127	4	9	1	1486	1	1	
Porites_compressa_HIv1___RNAseq.g1556.t1	18	0	20	41	0	44	0	10	29	0	0	9	7	0	0	
Porites_compressa_HIv1___RNAseq.g15560.t1	0	0	0	2	0	0	0	0	0	1	0	2	0	0	0	
Porites_compressa_HIv1___RNAseq.g15562.t1	2	0	0	126	62	0	65	32	11	46	24	0	11	0	0	
Porites_compressa_HIv1___RNAseq.g15563.t1	0	0	0	508	380	1	432	200	1	289	420	0	2	0	0	
Porites_compressa_HIv1___RNAseq.g15564.t1	1	0	0	709	512	0	632	355	17	482	905	2	22	1	3	
Porites_compressa_HIv1___RNAseq.g15565.t1	0	0	0	2	1	0	3	0	0	0	2	0	0	0	0	
Porites_compressa_HIv1___RNAseq.g15566.t1	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	
Porites_compressa_HIv1___RNAseq.g15568.t1	4	0	2	3	5	2	2	3	2	4	0	2	3	2	0	
Porites_compressa_HIv1___RNAseq.g1557.t1	22	0	41	119	3	66	58	18	26	7	77	33	65	54	23	
Porites_compressa_HIv1___RNAseq.g15570.t1	86	26	66	118	60	106	95	43	59	57	108	52	86	61	92	
Porites_compressa_HIv1___RNAseq.g15571.t1	24	8	15	53	36	48	41	8	31	22	34	20	14	30	46	
Porites_compressa_HIv1___RNAseq.g15573.t1	2	4	1	1	8	3	3	3	3	9	3	0	2	2	1	
Porites_compressa_HIv1___RNAseq.g15574.t1	64	2	2	9	9	15	11	1	18	8	9	10	18	12	6	
Porites_compressa_HIv1___RNAseq.g15575.t2	16	4	5	6	17	6	3	16	11	4	7	3	5	5	25	
Porites_compressa_HIv1___RNAseq.g15579.t1	203	70	202	174	201	138	122	91	261	140	155	131	151	70	167	
Porites_compressa_HIv1___RNAseq.g1558.t1	3	0	1	70	0	255	0	3	0	19	1	0	35	2	0	
Porites_compressa_HIv1___RNAseq.g15581.t1	38	5	19	13	22	44	9	23	36	19	29	8	42	11	11	
Porites_compressa_HIv1___RNAseq.g15583.t1	129	41	128	120	168	168	175	79	193	90	152	110	79	74	129	
Porites_compressa_HIv1___RNAseq.g15584.t1	282	86	91	129	45	48	29	23	375	85	95	47	301	66	53	
Porites_compressa_HIv1___RNAseq.g15587.t1	150	28	91	103	89	113	155	56	131	104	76	94	155	29	52	
Porites_compressa_HIv1___RNAseq.g15588.t1	0	7	6	5	1	12	0	1	0	0	6	6	4	35	4	
Porites_compressa_HIv1___RNAseq.g15589.t1	0	0	0	0	0	4	0	0	0	0	0	0	0	6	0	
Porites_compressa_HIv1___RNAseq.g15590.t1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
Porites_compressa_HIv1___RNAseq.g15591.t1	0	27	0	89	98	194	0	0	1	10	0	33	35	17	29	
Porites_compressa_HIv1___RNAseq.g15593.t1	6	29	77	0	0	30	0	10	31	1	64	0	0	26	64	
Porites_compressa_HIv1___RNAseq.g15594.t1	0	0	6	1	5	0	0	0	3	2	13	0	0	2	5	
Porites_compressa_HIv1___RNAseq.g15595.t1	58	8	31	27	76	36	34	4	13	17	166	27	27	36	19	
Porites_compressa_HIv1___RNAseq.g15596.t1	25	10	20	17	41	13	17	0	2	7	117	3	22	22	12	
Porites_compressa_HIv1___RNAseq.g15597.t1	1	0	0	1	2	1	0	0	0	1	4	1	0	2	1	
Porites_compressa_HIv1___RNAseq.g15598.t1	164	70	115	164	163	181	155	58	176	94	191	147	152	80	136	
Porites_compressa_HIv1___RNAseq.g15599.t1	6	0	8	12	2	13	10	1	1	6	4	4	12	6	7	
Porites_compressa_HIv1___RNAseq.g156.t1	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	
Porites_compressa_HIv1___RNAseq.g15600.t1	164	12	35	32	26	11	5	11	131	11	28	8	20	25	52	
Porites_compressa_HIv1___RNAseq.g15601.t1	16	15	33	38	35	60	17	27	33	34	25	23	21	14	26	
Porites_compressa_HIv1___RNAseq.g15602.t1	676	145	397	365	278	580	1124	191	631	201	554	281	248	77	701	
Porites_compressa_HIv1___RNAseq.g15604.t1	236	9	109	186	76	252	57	34	74	53	137	125	43	136	212	
Porites_compressa_HIv1___RNAseq.g15605.t1	761	145	745	1523	562	1137	893	420	492	269	798	577	389	583	1134	
Porites_compressa_HIv1___RNAseq.g15606.t1	780	156	500	885	411	967	720	289	656	265	471	414	279	447	634	
Porites_compressa_HIv1___RNAseq.g15607.t1	62	21	69	112	58	73	72	42	47	53	88	47	64	64	56	
Porites_compressa_HIv1___RNAseq.g15608.t1	37	22	35	32	60	163	67	4	167	45	11	51	17	22	89	
Porites_compressa_HIv1___RNAseq.g15609.t1	0	0	7	4	0	0	0	0	0	1	7	8	1	2	0	
Porites_compressa_HIv1___RNAseq.g1561.t1	99	6	53	23	24	252	36	63	82	44	30	24	65	68	24	
Porites_compressa_HIv1___RNAseq.g15610.t1	113	65	90	111	147	111	64	129	206	85	106	114	133	49	137	
Porites_compressa_HIv1___RNAseq.g15611.t1	258	101	180	232	211	270	338	147	416	201	241	170	125	138	149	
Porites_compressa_HIv1___RNAseq.g15612.t1	43	9	24	40	18	31	37	17	30	14	34	28	31	9	22	
Porites_compressa_HIv1___RNAseq.g15613.t1	178	57	131	240	185	218	169	73	150	132	211	111	156	99	147	
Porites_compressa_HIv1___RNAseq.g15614.t1	122	34	125	129	97	100	138	53	111	117	94	69	67	62	76	
Porites_compressa_HIv1___RNAseq.g15615.t1	583	203	507	998	547	608	564	219	507	495	451	468	554	498	300	
Porites_compressa_HIv1___RNAseq.g15616.t1	295	55	234	544	246	250	249	155	252	228	231	168	185	473	117	
Porites_compressa_HIv1___RNAseq.g1562.t1	45	1	25	22	22	57	30	8	33	15	26	5	12	23	24	
Porites_compressa_HIv1___RNAseq.g15621.t1	83	7	50	119	47	53	60	32	19	43	46	29	26	72	29	
Porites_compressa_HIv1___RNAseq.g15622.t1	103	4	35	26	54	84	25	58	141	83	33	36	33	2	67	
Porites_compressa_HIv1___RNAseq.g15623.t1	58	15	34	43	25	82	53	30	102	37	54	43	20	14	52	
Porites_compressa_HIv1___RNAseq.g15625.t1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	
Porites_compressa_HIv1___RNAseq.g15626.t1	3	0	3	0	6	0	0	4	1	8	0	1	6	0	8	
Porites_compressa_HIv1___RNAseq.g15628.t1	11	0	12	3	9	3	11	6	10	11	1	1	6	4	6	
Porites_compressa_HIv1___RNAseq.g15629.t1	8	0	2	16	1	8	10	1	10	1	2	2	1	0	2	
Porites_compressa_HIv1___RNAseq.g1563.t1	15	1	10	8	8	43	9	3	11	1	5	7	25	3	17	
Porites_compressa_HIv1___RNAseq.g15630.t1	4	2	5	5	6	4	1	4	6	3	3	2	2	1	3	
Porites_compressa_HIv1___RNAseq.g15631.t1	0	0	0	2	0	0	1	0	2	0	0	2	0	0	0	
Porites_compressa_HIv1___RNAseq.g15632.t1	6	46	2	2	0	1	0	0	0	1	2	0	7	2	2	
Porites_compressa_HIv1___RNAseq.g15634.t1	154	155	44	20	26	22	0	32	2	6	26	8	57	49	13	
Porites_compressa_HIv1___RNAseq.g15635.t1	6	0	6	7	7	24	13	3	4	5	6	9	3	9	29	
Porites_compressa_HIv1___RNAseq.g15636.t1	3	0	3	1	1	3	0	0	0	1	1	0	3	1	1	
Porites_compressa_HIv1___RNAseq.g15637.t1	1	1	0	0	3	1	2	0	0	0	2	0	1	0	0	
Porites_compressa_HIv1___RNAseq.g15638.t1	87	1	24	0	6	57	1	13	15	5	1	1	3	0	4	
Porites_compressa_HIv1___RNAseq.g1564.t1	0	0	0	1	0	1	0	4	0	0	1	0	0	1	0	
Porites_compressa_HIv1___RNAseq.g15640.t1	7	5	18	16	8	30	13	2	11	9	5	3	1	4	7	
Porites_compressa_HIv1___RNAseq.g15641.t1	68	15	46	17	42	142	0	4	12	24	188	76	5	10	40	
Porites_compressa_HIv1___RNAseq.g15642.t1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
Porites_compressa_HIv1___RNAseq.g15643.t1	2	0	5	9	3	17	3	0	11	14	33	13	2	0	0	
Porites_compressa_HIv1___RNAseq.g15644.t1	24	16	60	23	27	71	20	18	137	58	88	20	18	7	26	
Porites_compressa_HIv1___RNAseq.g15646.t2	59	19	15	27	28	44	37	17	84	55	37	29	29	25	31	
Porites_compressa_HIv1___RNAseq.g15647.t1	61	17	84	129	30	115	98	26	120	86	102	74	48	50	57	
Porites_compressa_HIv1___RNAseq.g15648.t1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	
Porites_compressa_HIv1___RNAseq.g15649.t1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	
Porites_compressa_HIv1___RNAseq.g1565.t1	4	1	7	6	4	6	1	0	7	0	0	3	6	2	1	
Porites_compressa_HIv1___RNAseq.g15650.t1	81	27	78	130	52	154	82	90	53	7	76	105	91	6	9	
Porites_compressa_HIv1___RNAseq.g15651.t1	2	7	8	17	6	35	3	6	2	0	7	8	9	4	5	
